#Base,Mean,Median,Lower Quartile,Upper Quartile,10th Percentile,90th Percentile,ID
155-159,35.882429713146315,38.0,36.0,38.0,31.6,"38.0
",SRR25023041_1_val_1_fastqc_1
160-164,35.81703901313172,38.0,36.0,38.0,31.4,"38.0
",SRR25023041_1_val_1_fastqc_1
165-169,35.797054518212704,38.0,36.0,38.0,31.0,"38.0
",SRR25023041_1_val_1_fastqc_1
170-174,35.70304966483484,38.0,35.6,38.0,30.6,"38.0
",SRR25023041_1_val_1_fastqc_1
175-179,35.7751815952216,38.0,35.8,38.0,31.2,"38.0
",SRR25023041_1_val_1_fastqc_1
180-184,35.57208192761685,37.8,35.4,38.0,30.4,"38.0
",SRR25023041_1_val_1_fastqc_1
185-189,35.05245515758706,37.6,35.0,38.0,28.2,"38.0
",SRR25023041_1_val_1_fastqc_1
190-194,35.18462282609109,37.0,35.0,38.0,28.6,"38.0
",SRR25023041_1_val_1_fastqc_1
195-199,35.316397364811976,37.6,35.4,38.0,29.4,"38.0
",SRR25023041_1_val_1_fastqc_1
200-204,35.309631303239364,37.8,35.4,38.0,29.6,"38.0
",SRR25023041_1_val_1_fastqc_1
205-209,34.73974092020368,37.6,35.0,38.0,26.4,"38.0
",SRR25023041_1_val_1_fastqc_1
210-214,35.28334562599906,37.6,34.8,38.0,29.6,"38.0
",SRR25023041_1_val_1_fastqc_1
215-219,35.14976145181004,37.0,34.8,38.0,29.2,"38.0
",SRR25023041_1_val_1_fastqc_1
220-224,33.66790287501609,37.0,33.8,38.0,23.0,"38.0
",SRR25023041_1_val_1_fastqc_1
225-229,34.02559627101499,37.0,34.0,37.8,24.6,"38.0
",SRR25023041_1_val_1_fastqc_1
230-234,31.933721557519533,35.8,30.0,37.6,17.6,"38.0
",SRR25023041_1_val_1_fastqc_1
235-239,30.93207605337712,35.0,27.4,37.0,14.4,"37.8
",SRR25023041_1_val_1_fastqc_1
240-244,28.65780571308749,32.6,22.8,36.8,10.8,"37.2
",SRR25023041_1_val_1_fastqc_1
245-249,27.3856970652607,30.4,20.4,36.0,10.2,"37.0
",SRR25023041_1_val_1_fastqc_1
1,32.19588849679085,34.0,34.0,34.0,27.0,"34.0
",SRR25023041_2_val_2_fastqc_2
2,31.76924898751865,34.0,34.0,34.0,24.0,"34.0
",SRR25023041_2_val_2_fastqc_2
3,32.4416392329615,34.0,34.0,34.0,31.0,"34.0
",SRR25023041_2_val_2_fastqc_2
4,32.241013981321395,34.0,34.0,34.0,27.0,"34.0
",SRR25023041_2_val_2_fastqc_2
5,32.808516685218954,34.0,34.0,34.0,31.0,"34.0
",SRR25023041_2_val_2_fastqc_2
6,36.04308867994537,38.0,37.0,38.0,34.0,"38.0
",SRR25023041_2_val_2_fastqc_2
7,36.009868239269274,38.0,37.0,38.0,32.0,"38.0
",SRR25023041_2_val_2_fastqc_2
8,34.5095721920912,38.0,35.0,38.0,26.0,"38.0
",SRR25023041_2_val_2_fastqc_2
9,35.00658408924046,38.0,35.0,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
10-14,35.43011944516811,38.0,36.0,38.0,30.2,"38.0
",SRR25023041_2_val_2_fastqc_2
15-19,35.04543337359574,38.0,35.4,38.0,27.8,"38.0
",SRR25023041_2_val_2_fastqc_2
20-24,35.51388219219969,38.0,36.0,38.0,30.2,"38.0
",SRR25023041_2_val_2_fastqc_2
25-29,35.26323607991024,38.0,35.8,38.0,28.8,"38.0
",SRR25023041_2_val_2_fastqc_2
30-34,35.14496389841416,37.8,35.6,38.0,28.6,"38.0
",SRR25023041_2_val_2_fastqc_2
35-39,35.118704721485486,37.8,35.8,38.0,27.8,"38.0
",SRR25023041_2_val_2_fastqc_2
40-44,35.22790440123578,37.8,35.8,38.0,29.4,"38.0
",SRR25023041_2_val_2_fastqc_2
45-49,34.822336283021755,37.2,34.8,38.0,26.8,"38.0
",SRR25023041_2_val_2_fastqc_2
50-54,34.80454948718606,37.0,34.6,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
55-59,34.65443072977318,37.0,34.6,38.0,26.2,"38.0
",SRR25023041_2_val_2_fastqc_2
60-64,34.81229152314847,37.0,34.8,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
65-69,34.68911810559261,37.0,34.2,38.0,26.8,"38.0
",SRR25023041_2_val_2_fastqc_2
70-74,34.933840709982995,37.0,35.0,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
75-79,34.8342732019879,37.0,35.0,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
80-84,34.747285718198945,37.0,34.6,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
85-89,34.800774167805585,37.0,35.0,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
90-94,34.53073632825323,37.0,34.4,38.0,26.2,"38.0
",SRR25023041_2_val_2_fastqc_2
95-99,34.62124635930425,37.0,34.4,38.0,27.0,"38.0
",SRR25023041_2_val_2_fastqc_2
100-104,34.43437981490795,37.0,34.4,38.0,25.6,"38.0
",SRR25023041_2_val_2_fastqc_2
105-109,34.60807587749418,37.0,34.2,38.0,26.8,"38.0
",SRR25023041_2_val_2_fastqc_2
110-114,34.20035645894899,37.0,34.0,38.0,25.4,"38.0
",SRR25023041_2_val_2_fastqc_2
115-119,34.269488793710686,37.0,34.0,38.0,25.0,"38.0
",SRR25023041_2_val_2_fastqc_2
120-124,34.402493205482465,37.0,34.0,38.0,25.4,"38.0
",SRR25023041_2_val_2_fastqc_2
125-129,34.29756253085136,37.0,34.0,38.0,25.4,"38.0
",SRR25023041_2_val_2_fastqc_2
130-134,34.3295765584365,37.0,34.0,38.0,25.0,"38.0
",SRR25023041_2_val_2_fastqc_2
135-139,34.45570972751657,37.0,34.2,38.0,26.0,"38.0
",SRR25023041_2_val_2_fastqc_2
140-144,34.52025773770975,37.0,34.6,38.0,26.0,"38.0
",SRR25023041_2_val_2_fastqc_2
145-149,34.530947228128454,37.0,34.4,38.0,26.6,"38.0
",SRR25023041_2_val_2_fastqc_2
150-154,34.20739960016198,37.0,34.0,38.0,25.6,"38.0
",SRR25023041_2_val_2_fastqc_2
155-159,33.64003027239855,37.0,33.2,38.0,23.4,"38.0
",SRR25023041_2_val_2_fastqc_2
160-164,34.38588607065425,37.0,34.0,38.0,26.0,"38.0
",SRR25023041_2_val_2_fastqc_2
165-169,34.073350854648744,37.0,34.2,38.0,25.2,"38.0
",SRR25023041_2_val_2_fastqc_2
170-174,34.66366229517662,37.0,34.6,38.0,26.8,"38.0
",SRR25023041_2_val_2_fastqc_2
175-179,34.847679741087845,37.0,34.6,38.0,28.0,"38.0
",SRR25023041_2_val_2_fastqc_2
180-184,33.83390619395063,36.8,33.6,37.8,25.2,"37.8
",SRR25023041_2_val_2_fastqc_2
185-189,33.96548273448184,37.0,34.0,38.0,24.4,"38.0
",SRR25023041_2_val_2_fastqc_2
190-194,34.440678754592106,37.0,34.0,38.0,26.6,"38.0
",SRR25023041_2_val_2_fastqc_2
195-199,33.94298306685566,37.0,34.0,37.8,24.8,"38.0
",SRR25023041_2_val_2_fastqc_2
200-204,33.561931835032944,36.6,33.4,37.8,25.2,"38.0
",SRR25023041_2_val_2_fastqc_2
205-209,33.41632236958323,36.4,33.8,38.0,23.6,"38.0
",SRR25023041_2_val_2_fastqc_2
210-214,28.73586605191868,35.666666666666664,32.666666666666664,37.333333333333336,11.0,"37.666666666666664
",SRR25023041_2_val_2_fastqc_2
215-219,9.332996632996634,,,,,"NaN
",SRR25023041_2_val_2_fastqc_2
220-224,12.882352941176473,,,,,"NaN
",SRR25023041_2_val_2_fastqc_2
225-229,9.784444444444444,,,,,"NaN
",SRR25023041_2_val_2_fastqc_2
230-234,7.733333333333332,,,,,"NaN
",SRR25023041_2_val_2_fastqc_2
235-239,2.0,,,,,"NaN
",SRR25023041_2_val_2_fastqc_2
240-244,15.6,,,,,"NaN
",SRR25023041_2_val_2_fastqc_2
1,32.95154897422076,34.0,34.0,34.0,32.0,"34.0
",SRR25023042_1_val_1_fastqc_1
2,32.503670292037924,34.0,34.0,34.0,31.0,"34.0
",SRR25023042_1_val_1_fastqc_1
3,33.20779560516219,34.0,34.0,34.0,32.0,"34.0
",SRR25023042_1_val_1_fastqc_1
4,33.01115356565304,34.0,34.0,34.0,32.0,"34.0
",SRR25023042_1_val_1_fastqc_1
5,33.255263658559784,34.0,34.0,34.0,33.0,"34.0
",SRR25023042_1_val_1_fastqc_1
6,36.7692234518185,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
7,37.04691314963377,38.0,37.0,38.0,36.0,"38.0
",SRR25023042_1_val_1_fastqc_1
8,37.01361099660716,38.0,37.0,38.0,35.0,"38.0
",SRR25023042_1_val_1_fastqc_1
9,36.722730443605926,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
10-14,36.93120461679932,38.0,37.0,38.0,35.0,"38.0
",SRR25023042_1_val_1_fastqc_1
15-19,36.85675714240416,38.0,37.0,38.0,34.6,"38.0
",SRR25023042_1_val_1_fastqc_1
20-24,36.72289813310687,38.0,37.0,38.0,34.2,"38.0
",SRR25023042_1_val_1_fastqc_1
25-29,36.50473058278047,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
30-34,36.56132580884542,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
35-39,35.98733555077116,38.0,36.8,38.0,32.4,"38.0
",SRR25023042_1_val_1_fastqc_1
40-44,36.19103093770466,38.0,37.0,38.0,33.6,"38.0
",SRR25023042_1_val_1_fastqc_1
45-49,36.26844855765877,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
50-54,36.24598837272104,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
55-59,36.25094823112528,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
60-64,36.17312013175746,38.0,37.0,38.0,33.6,"38.0
",SRR25023042_1_val_1_fastqc_1
65-69,36.19333450119882,38.0,37.0,38.0,34.0,"38.0
",SRR25023042_1_val_1_fastqc_1
70-74,36.03290066258214,38.0,37.0,38.0,33.2,"38.0
",SRR25023042_1_val_1_fastqc_1
75-79,36.05217360211836,38.0,37.0,38.0,32.6,"38.0
",SRR25023042_1_val_1_fastqc_1
80-84,35.99267894533457,38.0,37.0,38.0,32.0,"38.0
",SRR25023042_1_val_1_fastqc_1
85-89,36.08250556506759,38.0,37.0,38.0,32.6,"38.0
",SRR25023042_1_val_1_fastqc_1
90-94,36.01922101610162,38.0,37.0,38.0,32.0,"38.0
",SRR25023042_1_val_1_fastqc_1
95-99,35.94018705085191,38.0,37.0,38.0,32.0,"38.0
",SRR25023042_1_val_1_fastqc_1
100-104,35.87752567177941,38.0,36.8,38.0,31.6,"38.0
",SRR25023042_1_val_1_fastqc_1
105-109,35.76451671355045,38.0,36.2,38.0,31.2,"38.0
",SRR25023042_1_val_1_fastqc_1
110-114,35.787430899069115,38.0,36.4,38.0,31.2,"38.0
",SRR25023042_1_val_1_fastqc_1
115-119,35.68910300554482,38.0,36.0,38.0,31.0,"38.0
",SRR25023042_1_val_1_fastqc_1
120-124,35.80907573233146,38.0,36.6,38.0,31.4,"38.0
",SRR25023042_1_val_1_fastqc_1
125-129,35.734557562014565,38.0,36.0,38.0,31.0,"38.0
",SRR25023042_1_val_1_fastqc_1
130-134,35.75288472597336,38.0,36.2,38.0,31.2,"38.0
",SRR25023042_1_val_1_fastqc_1
135-139,35.47307694597792,38.0,36.0,38.0,29.6,"38.0
",SRR25023042_1_val_1_fastqc_1
140-144,35.69922191310435,38.0,36.0,38.0,31.2,"38.0
",SRR25023042_1_val_1_fastqc_1
145-149,35.51092364591786,37.8,36.0,38.0,30.4,"38.0
",SRR25023042_1_val_1_fastqc_1
150-154,35.69583204568668,38.0,36.0,38.0,31.2,"38.0
",SRR25023042_1_val_1_fastqc_1
155-159,35.869604377862245,38.0,36.0,38.0,31.4,"38.0
",SRR25023042_1_val_1_fastqc_1
160-164,35.75936254904347,38.0,36.0,38.0,30.8,"38.0
",SRR25023042_1_val_1_fastqc_1
165-169,35.78318136834863,38.0,36.0,38.0,31.0,"38.0
",SRR25023042_1_val_1_fastqc_1
170-174,35.70934946663718,38.0,35.8,38.0,30.6,"38.0
",SRR25023042_1_val_1_fastqc_1
175-179,35.731699453274096,38.0,35.8,38.0,30.8,"38.0
",SRR25023042_1_val_1_fastqc_1
180-184,35.48067049745915,37.6,35.4,38.0,29.8,"38.0
",SRR25023042_1_val_1_fastqc_1
185-189,34.97960211438029,37.4,35.0,38.0,27.8,"38.0
",SRR25023042_1_val_1_fastqc_1
190-194,35.09964570806284,37.0,35.0,38.0,28.4,"38.0
",SRR25023042_1_val_1_fastqc_1
195-199,35.28091276030418,37.4,35.4,38.0,29.4,"38.0
",SRR25023042_1_val_1_fastqc_1
200-204,35.275656532416484,37.8,35.4,38.0,29.2,"38.0
",SRR25023042_1_val_1_fastqc_1
205-209,34.677745748104634,37.6,35.0,38.0,26.4,"38.0
",SRR25023042_1_val_1_fastqc_1
210-214,35.10352062093616,37.6,34.8,38.0,28.2,"38.0
",SRR25023042_1_val_1_fastqc_1
215-219,35.04222172976649,37.0,34.8,38.0,28.6,"38.0
",SRR25023042_1_val_1_fastqc_1
220-224,33.856677558941854,37.0,33.8,38.0,23.8,"38.0
",SRR25023042_1_val_1_fastqc_1
225-229,33.85900413011619,37.0,34.0,37.8,23.4,"38.0
",SRR25023042_1_val_1_fastqc_1
230-234,32.10781033747135,36.0,30.0,37.6,19.0,"38.0
",SRR25023042_1_val_1_fastqc_1
235-239,31.294744892559788,35.8,28.4,37.4,15.0,"37.8
",SRR25023042_1_val_1_fastqc_1
240-244,28.973938327156265,33.4,23.2,36.8,10.6,"37.2
",SRR25023042_1_val_1_fastqc_1
245-249,26.78660372799557,29.8,18.4,35.6,9.8,"37.2
",SRR25023042_1_val_1_fastqc_1
1,32.16441005802708,34.0,34.0,34.0,27.0,"34.0
",SRR25023042_2_val_2_fastqc_2
2,31.72527507372293,34.0,34.0,34.0,24.0,"34.0
",SRR25023042_2_val_2_fastqc_2
3,32.38881314012113,34.0,34.0,34.0,30.0,"34.0
",SRR25023042_2_val_2_fastqc_2
4,32.07939880140787,34.0,34.0,34.0,27.0,"34.0
",SRR25023042_2_val_2_fastqc_2
5,32.7439436217776,34.0,34.0,34.0,31.0,"34.0
",SRR25023042_2_val_2_fastqc_2
6,35.972928623521575,38.0,37.0,38.0,32.0,"38.0
",SRR25023042_2_val_2_fastqc_2
7,35.97682880426166,38.0,37.0,38.0,32.0,"38.0
",SRR25023042_2_val_2_fastqc_2
8,34.49186669626153,38.0,35.0,38.0,26.0,"38.0
",SRR25023042_2_val_2_fastqc_2
9,34.95378444366934,38.0,35.0,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
10-14,35.42011288327996,38.0,36.0,38.0,30.2,"38.0
",SRR25023042_2_val_2_fastqc_2
15-19,35.05343564701779,38.0,35.4,38.0,28.2,"38.0
",SRR25023042_2_val_2_fastqc_2
20-24,35.52391446506763,38.0,36.0,38.0,30.2,"38.0
",SRR25023042_2_val_2_fastqc_2
25-29,35.23488140494037,38.0,35.8,38.0,28.6,"38.0
",SRR25023042_2_val_2_fastqc_2
30-34,35.137500926283614,37.8,35.6,38.0,27.8,"38.0
",SRR25023042_2_val_2_fastqc_2
35-39,35.08766757094359,37.8,35.8,38.0,27.8,"38.0
",SRR25023042_2_val_2_fastqc_2
40-44,35.18791267622979,37.6,35.6,38.0,29.2,"38.0
",SRR25023042_2_val_2_fastqc_2
45-49,34.83173224760088,37.0,34.8,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
50-54,34.78010127872045,37.0,34.6,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
55-59,34.635697776038064,37.0,34.6,38.0,26.2,"38.0
",SRR25023042_2_val_2_fastqc_2
60-64,34.798781002045985,37.0,34.8,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
65-69,34.684230794525675,37.0,34.2,38.0,26.8,"38.0
",SRR25023042_2_val_2_fastqc_2
70-74,34.905814054925166,37.0,35.0,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
75-79,34.78326511867631,37.0,34.8,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
80-84,34.73705587407922,37.0,34.6,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
85-89,34.77587392461997,37.0,35.0,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
90-94,34.501417262083365,37.0,34.4,38.0,26.2,"38.0
",SRR25023042_2_val_2_fastqc_2
95-99,34.54587766513906,37.0,34.0,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
100-104,34.38381033393732,37.0,34.0,38.0,25.6,"38.0
",SRR25023042_2_val_2_fastqc_2
105-109,34.53843930887019,37.0,34.2,38.0,26.2,"38.0
",SRR25023042_2_val_2_fastqc_2
110-114,34.11172974107827,37.0,33.8,38.0,24.8,"38.0
",SRR25023042_2_val_2_fastqc_2
115-119,34.171809571141424,37.0,34.0,38.0,24.4,"38.0
",SRR25023042_2_val_2_fastqc_2
120-124,34.31662500389176,37.0,34.0,38.0,24.8,"38.0
",SRR25023042_2_val_2_fastqc_2
125-129,34.201008130478684,37.0,34.0,38.0,24.6,"38.0
",SRR25023042_2_val_2_fastqc_2
130-134,34.259360239673136,37.0,34.0,38.0,25.0,"38.0
",SRR25023042_2_val_2_fastqc_2
135-139,34.3867210623597,37.0,34.0,38.0,25.6,"38.0
",SRR25023042_2_val_2_fastqc_2
140-144,34.39722220748498,37.0,34.4,38.0,25.8,"38.0
",SRR25023042_2_val_2_fastqc_2
145-149,34.4445112089348,37.0,34.4,38.0,26.0,"38.0
",SRR25023042_2_val_2_fastqc_2
150-154,34.15887770441072,37.0,34.0,38.0,25.6,"38.0
",SRR25023042_2_val_2_fastqc_2
155-159,33.57773304601876,37.0,33.2,38.0,23.2,"38.0
",SRR25023042_2_val_2_fastqc_2
160-164,34.331881926613235,37.0,34.2,38.0,25.4,"38.0
",SRR25023042_2_val_2_fastqc_2
165-169,33.95434538609511,37.0,34.0,38.0,24.8,"38.0
",SRR25023042_2_val_2_fastqc_2
170-174,34.53187936309515,37.0,34.8,38.0,26.4,"38.0
",SRR25023042_2_val_2_fastqc_2
175-179,34.78876589881517,37.0,34.6,38.0,28.0,"38.0
",SRR25023042_2_val_2_fastqc_2
180-184,33.79936381491075,36.6,33.2,37.8,25.4,"37.8
",SRR25023042_2_val_2_fastqc_2
185-189,33.85917328292239,37.0,33.6,38.0,24.2,"38.0
",SRR25023042_2_val_2_fastqc_2
190-194,34.47052035079246,37.0,34.0,38.0,27.0,"38.0
",SRR25023042_2_val_2_fastqc_2
195-199,34.187754200789406,37.0,34.0,37.8,25.4,"38.0
",SRR25023042_2_val_2_fastqc_2
200-204,33.664274664888225,36.6,33.4,37.8,25.4,"38.0
",SRR25023042_2_val_2_fastqc_2
205-209,33.15758021415614,36.2,34.0,37.8,22.8,"38.0
",SRR25023042_2_val_2_fastqc_2
210-214,25.84534179197995,36.0,32.0,37.0,11.5,"37.5
",SRR25023042_2_val_2_fastqc_2
215-219,7.547086391869001,,,,,"NaN
",SRR25023042_2_val_2_fastqc_2
220-224,11.340935672514618,,,,,"NaN
",SRR25023042_2_val_2_fastqc_2
225-229,9.24895104895105,,,,,"NaN
",SRR25023042_2_val_2_fastqc_2
230-234,6.527272727272728,,,,,"NaN
",SRR25023042_2_val_2_fastqc_2
235-239,2.0,,,,,"NaN
",SRR25023042_2_val_2_fastqc_2
240-244,15.763636363636362,,,,,"NaN
",SRR25023042_2_val_2_fastqc_2
1,32.96978284236716,34.0,34.0,34.0,32.0,"34.0
",SRR25023043_1_val_1_fastqc_1
2,32.48451934424258,34.0,34.0,34.0,31.0,"34.0
",SRR25023043_1_val_1_fastqc_1
3,33.23258191330231,34.0,34.0,34.0,32.0,"34.0
",SRR25023043_1_val_1_fastqc_1
4,33.02512834775288,34.0,34.0,34.0,32.0,"34.0
",SRR25023043_1_val_1_fastqc_1
5,33.31733277208596,34.0,34.0,34.0,33.0,"34.0
",SRR25023043_1_val_1_fastqc_1
6,36.75969091305426,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
7,37.07113810443711,38.0,37.0,38.0,36.0,"38.0
",SRR25023043_1_val_1_fastqc_1
8,37.02542149928215,38.0,37.0,38.0,35.0,"38.0
",SRR25023043_1_val_1_fastqc_1
9,36.73293144012568,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
10-14,36.9615430293828,38.0,37.0,38.0,35.4,"38.0
",SRR25023043_1_val_1_fastqc_1
15-19,36.88598059186542,38.0,37.0,38.0,34.8,"38.0
",SRR25023043_1_val_1_fastqc_1
20-24,36.75215073944293,38.0,37.0,38.0,34.2,"38.0
",SRR25023043_1_val_1_fastqc_1
25-29,36.56849531254319,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
30-34,36.61771350600587,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
35-39,36.04798854532529,38.0,36.8,38.0,32.4,"38.0
",SRR25023043_1_val_1_fastqc_1
40-44,36.25108534291876,38.0,37.0,38.0,33.6,"38.0
",SRR25023043_1_val_1_fastqc_1
45-49,36.35699717640918,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
50-54,36.32266821658848,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
55-59,36.33404155205413,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
60-64,36.25394755091322,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
65-69,36.27409756860188,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_1_val_1_fastqc_1
70-74,36.11994091168071,38.0,37.0,38.0,33.6,"38.0
",SRR25023043_1_val_1_fastqc_1
75-79,36.13449259179655,38.0,37.0,38.0,33.4,"38.0
",SRR25023043_1_val_1_fastqc_1
80-84,36.07721596566523,38.0,37.0,38.0,32.6,"38.0
",SRR25023043_1_val_1_fastqc_1
85-89,36.16441873656997,38.0,37.0,38.0,33.2,"38.0
",SRR25023043_1_val_1_fastqc_1
90-94,36.097273190738406,38.0,37.0,38.0,32.6,"38.0
",SRR25023043_1_val_1_fastqc_1
95-99,36.01396123134724,38.0,37.0,38.0,32.0,"38.0
",SRR25023043_1_val_1_fastqc_1
100-104,35.96793770587697,38.0,37.0,38.0,32.0,"38.0
",SRR25023043_1_val_1_fastqc_1
105-109,35.85883687144964,38.0,36.8,38.0,31.6,"38.0
",SRR25023043_1_val_1_fastqc_1
110-114,35.891574596309695,38.0,37.0,38.0,31.8,"38.0
",SRR25023043_1_val_1_fastqc_1
115-119,35.726597536301895,38.0,36.0,38.0,31.0,"38.0
",SRR25023043_1_val_1_fastqc_1
120-124,35.886996198944175,38.0,36.8,38.0,31.8,"38.0
",SRR25023043_1_val_1_fastqc_1
125-129,35.85486481278807,38.0,37.0,38.0,31.8,"38.0
",SRR25023043_1_val_1_fastqc_1
130-134,35.89430935137345,38.0,36.4,38.0,31.4,"38.0
",SRR25023043_1_val_1_fastqc_1
135-139,35.62196046502453,38.0,36.2,38.0,30.4,"38.0
",SRR25023043_1_val_1_fastqc_1
140-144,35.807330514600395,38.0,36.2,38.0,31.2,"38.0
",SRR25023043_1_val_1_fastqc_1
145-149,35.56906551189541,38.0,36.0,38.0,30.6,"38.0
",SRR25023043_1_val_1_fastqc_1
150-154,35.76491335435067,38.0,36.0,38.0,31.4,"38.0
",SRR25023043_1_val_1_fastqc_1
155-159,35.95123559472155,38.0,36.0,38.0,32.0,"38.0
",SRR25023043_1_val_1_fastqc_1
160-164,35.85982762009812,38.0,36.0,38.0,31.8,"38.0
",SRR25023043_1_val_1_fastqc_1
165-169,35.84739094072806,38.0,36.0,38.0,31.4,"38.0
",SRR25023043_1_val_1_fastqc_1
170-174,35.728078976989295,38.0,35.8,38.0,30.6,"38.0
",SRR25023043_1_val_1_fastqc_1
175-179,35.75678938627694,38.0,35.8,38.0,31.0,"38.0
",SRR25023043_1_val_1_fastqc_1
180-184,35.52434909101571,38.0,35.4,38.0,30.2,"38.0
",SRR25023043_1_val_1_fastqc_1
185-189,35.00088456256778,37.6,35.0,38.0,27.8,"38.0
",SRR25023043_1_val_1_fastqc_1
190-194,35.03333054499997,37.0,35.0,38.0,28.2,"38.0
",SRR25023043_1_val_1_fastqc_1
195-199,35.16100936999031,37.6,35.0,38.0,29.0,"38.0
",SRR25023043_1_val_1_fastqc_1
200-204,35.15788007638506,37.8,35.2,38.0,29.0,"38.0
",SRR25023043_1_val_1_fastqc_1
205-209,34.52278862493996,37.4,34.6,38.0,25.6,"38.0
",SRR25023043_1_val_1_fastqc_1
210-214,35.07684799226976,37.6,34.8,38.0,28.4,"38.0
",SRR25023043_1_val_1_fastqc_1
215-219,35.00076752885317,37.0,34.8,38.0,28.4,"38.0
",SRR25023043_1_val_1_fastqc_1
220-224,33.73799936848635,37.0,33.6,38.0,23.4,"38.0
",SRR25023043_1_val_1_fastqc_1
225-229,33.71067055389026,37.0,34.0,37.8,23.2,"38.0
",SRR25023043_1_val_1_fastqc_1
230-234,31.789454247643413,35.6,29.6,37.4,17.8,"38.0
",SRR25023043_1_val_1_fastqc_1
235-239,30.94242988292337,35.0,27.4,37.2,12.4,"37.8
",SRR25023043_1_val_1_fastqc_1
240-244,28.173039997398604,32.6,21.8,36.8,9.0,"37.2
",SRR25023043_1_val_1_fastqc_1
245-249,26.62224750918407,29.0,18.4,35.8,10.0,"37.0
",SRR25023043_1_val_1_fastqc_1
1,32.190676278027915,34.0,34.0,34.0,27.0,"34.0
",SRR25023043_2_val_2_fastqc_2
2,31.793884408096996,34.0,34.0,34.0,24.0,"34.0
",SRR25023043_2_val_2_fastqc_2
3,32.447792719318684,34.0,34.0,34.0,31.0,"34.0
",SRR25023043_2_val_2_fastqc_2
4,32.204401782962634,34.0,34.0,34.0,27.0,"34.0
",SRR25023043_2_val_2_fastqc_2
5,32.775250494223414,34.0,34.0,34.0,31.0,"34.0
",SRR25023043_2_val_2_fastqc_2
6,36.054405917150866,38.0,37.0,38.0,34.0,"38.0
",SRR25023043_2_val_2_fastqc_2
7,35.97583379059961,38.0,37.0,38.0,32.0,"38.0
",SRR25023043_2_val_2_fastqc_2
8,34.54585566421372,38.0,36.0,38.0,26.0,"38.0
",SRR25023043_2_val_2_fastqc_2
9,34.98292204424333,38.0,35.0,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
10-14,35.44577974548434,38.0,36.0,38.0,30.2,"38.0
",SRR25023043_2_val_2_fastqc_2
15-19,35.08204033464375,38.0,35.6,38.0,28.4,"38.0
",SRR25023043_2_val_2_fastqc_2
20-24,35.56222832893771,38.0,36.2,38.0,30.2,"38.0
",SRR25023043_2_val_2_fastqc_2
25-29,35.269895617296456,38.0,36.0,38.0,28.8,"38.0
",SRR25023043_2_val_2_fastqc_2
30-34,35.174865698605224,38.0,35.8,38.0,28.6,"38.0
",SRR25023043_2_val_2_fastqc_2
35-39,35.14032690899644,38.0,35.8,38.0,27.8,"38.0
",SRR25023043_2_val_2_fastqc_2
40-44,35.247260012533026,38.0,36.0,38.0,29.2,"38.0
",SRR25023043_2_val_2_fastqc_2
45-49,34.86421762470012,37.2,35.2,38.0,26.8,"38.0
",SRR25023043_2_val_2_fastqc_2
